date,armed,age,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude
2016-06-26,gun,30.0,Black,Dolton,Illinois,False,attack,Not fleeing,False,-87.581,41.622
2016-06-27,toy gun,28.0,White,Boone,Iowa,True,attack,Not fleeing,False,-93.896,42.058
2016-06-27,toy gun,63.0,Black,Washington,District of Columbia,True,attack,Not fleeing,True,-77.006,38.943
2016-06-27,gun,32.0,White,Cochran,Georgia,False,attack,Not fleeing,False,-83.316,32.334
2016-06-27,gun,26.0,White,Laguna Pueblo,New Mexico,False,attack,Not fleeing,False,-107.388,35.034
2016-06-27,toy gun,25.0,White,Frederica,Delaware,False,other,Car,False,-75.466,39.009
2016-06-28,knife,27.0,American Native,Long Beach,California,False,other,Foot,False,-117.783,33.542
2016-06-28,knife,61.0,American Native,Honolulu,Hawaii,False,attack,Not fleeing,False,-157.842,21.303
2016-06-29,unarmed,30.0,White,Barbourville,Kentucky,False,attack,Not fleeing,False,-83.889,36.866
2016-06-29,gun,35.0,Black,Ouachita Parish,Louisiana,False,attack,Not fleeing,False,-92.099,32.446
2016-06-29,gun,37.0,Black,Fort Madison,Iowa,False,attack,Foot,False,-91.372,40.626
2016-06-29,sharp object,41.0,White,Madison,Wisconsin,True,other,Not fleeing,False,-89.356,43.071
2016-06-30,gun,25.0,Black,Columbus,Ohio,False,other,NG,False,-82.965,39.929
2016-06-30,gun,24.0,White,Park County,Colorado,False,attack,Not fleeing,False,-105.594,39.09
2016-06-30,NG,44.0,Hispanic,Douglas,Wyoming,False,undetermined,Not fleeing,False,-105.381,42.757
2016-07-01,gun,63.0,White,Landrum,South Carolina,False,attack,Not fleeing,True,-82.216,35.178
2016-07-01,knife,58.0,White,Jackson,Wisconsin,False,other,Not fleeing,False,-88.154,43.331
2016-07-01,gun,30.0,White,Cartersville,Georgia,False,attack,Not fleeing,False,-84.821,34.179
2016-07-02,gun,35.0,Black,Asheville,North Carolina,False,other,Car,False,-112.152,-112.152
2016-07-02,gun,50.0,White,Bristol,Tennessee,False,attack,Not fleeing,False,-82.211,36.557
2016-07-03,knife,40.0,White,New Iberia,Louisiana,True,other,Not fleeing,False,-91.818,30.022
2016-07-03,NG,24.0,Hispanic,Reno,Nevada,False,other,Car,False,-119.814,39.53
2016-07-03,NG,19.0,Hispanic,Fullerton,California,False,other,Car,False,-117.974,33.87
2016-07-04,gun,34.0,White,North Charleston,South Carolina,False,attack,Not fleeing,True,-80.056,32.957
2016-07-04,gun,18.0,Hispanic,San Jose,California,True,other,Not fleeing,False,-121.807,37.368
2016-07-04,gun,21.0,Black,Washington,District of Columbia,False,attack,Not fleeing,False,-76.932,38.909
2016-07-04,knife,35.0,NG,Rosser,Texas,False,other,Not fleeing,True,-96.423,32.475
2016-07-05,knife,29.0,White,Salem,Oregon,False,other,NG,False,-123.112,44.931
2016-07-05,NG,49.0,White,Temecula,California,False,other,Car,False,-117.141,33.512
2016-07-05,knife,24.0,Hispanic,Yuma,Arizona,False,other,Not fleeing,False,-114.667,32.713
2016-07-05,NG,37.0,Black,Baton Rouge,Louisiana,False,undetermined,Not fleeing,True,-91.14,30.468
2016-07-06,gun,32.0,Black,Falcon Heights,Minnesota,False,other,Not fleeing,True,-93.17,44.992
2016-07-06,gun,65.0,White,Rush Springs,Oklahoma,False,other,Not fleeing,True,-112.152,-112.152
2016-07-07,knife,37.0,Hispanic,Bell,California,False,other,Not fleeing,False,-118.188,33.971
2016-07-07,NG,33.0,White,Clovis,California,False,other,Car,False,-119.703,36.825
2016-07-07,gun,63.0,Black,Selma,Alabama,False,attack,Not fleeing,True,-87.033,32.411
2016-07-08,knife,30.0,White,Tucson,Arizona,True,other,Not fleeing,False,-110.972,32.248
2016-07-09,gun,40.0,Black,Broken Bow,Oklahoma,False,attack,Car,False,-94.731,34.036
2016-07-10,gun,38.0,Black,Houston,Texas,False,other,Not fleeing,True,-95.353,29.689
2016-07-11,knife,50.0,Black,Sacramento,California,True,other,Not fleeing,True,-121.461,38.605
2016-07-11,gun,41.0,Black,East St. Louis,Illinois,False,attack,Not fleeing,False,-90.141,38.62
2016-07-11,gun,41.0,Hispanic,Romulus,Michigan,False,attack,Not fleeing,False,-83.347,42.239
2016-07-11,gun,39.0,Black,New York,New York,False,attack,Foot,False,-73.984,40.591
2016-07-11,gun,44.0,White,St. Joseph,Michigan,False,attack,Not fleeing,False,-112.152,-112.152
2016-07-12,sharp object,23.0,White,Anchorage,Alaska,True,attack,Not fleeing,False,-149.814,61.218
2016-07-13,gun,32.0,White,Flagstaff,Arizona,False,undetermined,Foot,True,-111.634,35.194
2016-07-13,toy gun,56.0,White,Middletown,New York,True,other,Not fleeing,False,-74.428,41.428
2016-07-14,gun,33.0,Black,Baltimore,Maryland,False,attack,Not fleeing,False,-76.654,39.302
2016-07-15,gun,63.0,White,Peachland,North Carolina,True,attack,Not fleeing,False,-80.277,34.922
2016-07-16,gun,31.0,White,Lake Asbury,Florida,True,attack,Not fleeing,False,-81.803,30.038
2016-07-16,gun,57.0,White,Little Egg Harbor Township,New Jersey,False,other,Foot,False,-74.36,39.57
2016-07-16,gun,26.0,White,San Bernardino,California,False,attack,Other,False,-117.287,34.136
2016-07-17,gun,39.0,White,Sheboygan,Wisconsin,False,other,Not fleeing,False,-87.723,43.732
2016-07-17,gun,42.0,Black,New York,New York,False,attack,Not fleeing,False,-73.938,40.718
2016-07-17,gun,29.0,Black,Baton Rouge,Louisiana,True,attack,Not fleeing,False,-112.152,-112.152
2016-07-17,sharp object,43.0,White,Tulsa,Oklahoma,False,attack,Not fleeing,False,-95.95,36.175
2016-07-18,sharp object,56.0,White,Tulsa,Oklahoma,True,other,Not fleeing,False,-96.019,36.1
2016-07-20,knife,31.0,Hispanic,Santa Maria,California,True,other,Not fleeing,False,-120.438,34.935
2016-07-21,gun,50.0,Black,Chicago,Illinois,False,attack,Not fleeing,False,-87.62,41.858
2016-07-21,gun,36.0,NG,Hilo,Hawaii,True,attack,Not fleeing,False,-154.958,19.616
2016-07-22,gun,50.0,White,Buckhannon,West Virginia,False,attack,NG,False,-112.152,-112.152
2016-07-23,knife,49.0,Black,Milwaukee,Wisconsin,False,attack,Not fleeing,True,-87.917,43.064
2016-07-23,gun,31.0,Black,Chino,California,False,attack,Foot,False,-117.689,34.033
2016-07-23,gun,34.0,Hispanic,San Antonio,Texas,False,attack,Not fleeing,False,-98.571,29.413
2016-07-24,gun,36.0,White,Winchester,California,True,attack,Not fleeing,False,-117.048,33.729
2016-07-24,knife,29.0,Not Hispanic,Gallup,New Mexico,True,other,Not fleeing,False,-108.759,35.52
2016-07-25,gun,32.0,Black,Indianapolis,Indiana,False,attack,Car,False,-86.113,39.765
2016-07-25,gun,18.0,Black,Los Angeles,California,False,attack,Foot,False,-118.249,33.935
2016-07-26,gun,50.0,White,Pine River,Wisconsin,False,attack,Car,False,-89.592,45.171
2016-07-26,gun,36.0,Hispanic,Artesia,New Mexico,False,other,NG,False,-104.413,32.83
2016-07-27,gun,17.0,Black,Metairie,Louisiana,False,attack,Foot,False,-90.175,29.999
2016-07-27,unarmed,19.0,Black,Tempe,Arizona,True,attack,Foot,False,-111.93,33.367
2016-07-27,knife,24.0,White,Scottsdale,Arizona,False,other,Foot,True,-111.883,33.582
2016-07-27,knife,24.0,Hispanic,San Bernardino,California,True,other,Not fleeing,False,-117.314,34.132
2016-07-27,knife,20.0,White,Malta,Montana,False,attack,Not fleeing,False,-107.799,48.461
2016-07-27,knife,33.0,White,Estill Springs,Tennessee,False,other,Foot,True,-86.132,35.265
2016-07-28,gun,41.0,Hispanic,Sparks,Nevada,False,other,Not fleeing,False,-119.745,39.551
2016-07-28,NG,47.0,Black,La Quinta,California,False,other,Car,False,-116.269,33.697
2016-07-28,unarmed,18.0,Black,Chicago,Illinois,False,other,Car,True,-112.152,-112.152
2016-07-28,gun,31.0,Hispanic,Tucson,Arizona,False,attack,Other,False,-110.969,32.178
2016-07-28,unarmed,27.0,Black,Compton,California,False,attack,Other,False,-118.246,33.91
2016-07-28,gun,36.0,Hispanic,City Terrace,California,False,other,Car,True,-118.193,34.053
2016-07-29,gun,40.0,White,Homewood,Alabama,False,attack,Not fleeing,False,-86.818,33.46
2016-07-29,gun,59.0,White,Pleasant Hill,North Carolina,False,attack,Not fleeing,False,-77.512,36.516
2016-07-31,miscellaneous lethal weapons,32.0,White,Phelps,Kentucky,False,attack,Foot,False,-82.146,37.492
2016-07-31,Taser,38.0,Hispanic,Wapato,Washington,False,other,Not fleeing,False,-120.424,46.447
2016-07-31,knife,18.0,American Native,Manchester,New Jersey,True,other,Not fleeing,True,-74.293,40.043
2016-08-01,gun,23.0,Black,Randallstown,Maryland,False,attack,Not fleeing,False,-76.814,39.37
2016-08-01,NG,43.0,White,Edmund,South Carolina,False,attack,Car,False,-81.2,33.862
2016-08-01,gun,67.0,White,Stafford,Virginia,False,attack,Not fleeing,False,-77.444,38.307
2016-08-01,NG,32.0,White,Santa Ana,California,True,attack,Not fleeing,False,-118.316,34.111
2016-08-02,gun,22.0,White,Lake City,South Carolina,False,attack,Car,False,-79.763,33.862
2016-08-02,knife,31.0,White,Alexandria,Minnesota,False,other,Not fleeing,False,-95.375,45.889
2016-08-02,gun,43.0,Black,Palm Bay,Florida,True,attack,Not fleeing,False,-80.589,28.034
2016-08-02,gun,34.0,White,Hammett,Idaho,True,attack,Car,False,-115.499,42.971
2016-08-02,unarmed,51.0,White,Castaic,California,False,other,Foot,False,-118.618,34.491
2016-08-03,gun,31.0,White,Clearfield,Utah,False,attack,Foot,False,-112.024,41.121
2016-08-03,knife,54.0,White,Detroit,Michigan,False,attack,Not fleeing,False,-83.277,42.422
2016-08-03,gun,69.0,White,Scott County,Virginia,False,other,Car,False,-112.152,-112.152
2016-08-05,knife,58.0,White,Aldie,Virginia,True,other,Not fleeing,False,-77.57,38.91
2016-08-05,gun,26.0,Black,East Point,Georgia,True,attack,Not fleeing,False,-84.491,33.644
2016-08-05,miscellaneous lethal weapons,31.0,NG,Santee,California,True,attack,Not fleeing,False,-116.982,32.866
2016-08-05,gun,59.0,White,Beaver Dam,Wisconsin,True,attack,Not fleeing,False,-88.82,43.483
2016-08-07,knife,25.0,Black,Cincinnati,Ohio,True,attack,Not fleeing,False,-84.51,39.102
2016-08-07,knife,20.0,Black,Harrisburg,Pennsylvania,True,other,Not fleeing,False,-76.899,40.282
2016-08-08,knife,57.0,Black,Louisville,Kentucky,False,other,Not fleeing,True,-85.841,38.198
2016-08-08,toy gun,56.0,White,Citrus Heights,California,False,attack,Not fleeing,False,-121.302,38.697
2016-08-08,gun,64.0,White,Wilkesboro,North Carolina,False,attack,Not fleeing,False,-81.274,36.155
2016-08-08,gun,34.0,Hispanic,Georgetown,Kentucky,False,attack,Other,False,-84.627,38.181
2016-08-08,gun,69.0,White,Little Mountain,South Carolina,True,attack,Not fleeing,False,-81.262,34.203
2016-08-09,gun,45.0,White,Circleville,Ohio,True,other,Not fleeing,False,-81.164,33.836
2016-08-09,gun,14.0,Hispanic,Los Angeles,California,False,attack,Foot,True,-118.215,34.038
2016-08-09,NG,44.0,White,Piedmont,South Carolina,False,other,Not fleeing,False,-82.529,34.734
2016-08-11,gun,59.0,White,Tukwila,Washington,True,attack,Not fleeing,False,-122.261,47.466
2016-08-11,knife,33.0,Hispanic,Vista,California,False,other,Other,False,-117.258,33.196
2016-08-11,gun,54.0,White,Plaquemine,Louisiana,False,attack,Not fleeing,False,-91.317,30.262
2016-08-12,NG,22.0,Hispanic,Mesa,Arizona,False,other,Car,False,-111.84,33.451
2016-08-12,deadly blunt objects,49.0,White,Tahlequah,Oklahoma,True,other,Not fleeing,True,-94.964,35.914
2016-08-13,gun,23.0,Black,Milwaukee,Wisconsin,False,other,Foot,True,-87.967,43.075
2016-08-13,knife,38.0,Hispanic,Phoenix,Arizona,True,attack,Not fleeing,False,-112.152,33.495
2016-08-13,gun,53.0,White,Lakewood,Colorado,False,other,Not fleeing,False,-105.053,39.718
2016-08-13,NG,36.0,Hispanic,Hayward,California,False,other,Car,False,-122.08,37.636
2016-08-15,deadly blunt objects,29.0,Hispanic,Falls Church,Virginia,True,other,Not fleeing,False,-77.229,38.858
2016-08-15,gun,42.0,White,Counce,Tennessee,False,attack,Other,False,-88.258,35.035
2016-08-16,gun,36.0,White,Rome,Ohio,False,other,Car,False,-80.778,41.586
2016-08-16,gun,32.0,White,Lenoir,North Carolina,False,attack,Foot,True,-81.586,36.027
2016-08-16,toy gun,53.0,White,Apache Junction,Arizona,False,other,Not fleeing,False,-111.547,33.43
2016-08-16,gun,30.0,Black,Stockton,California,False,other,Foot,True,-121.252,37.987
2016-08-16,unarmed,25.0,Hispanic,Tucson,Arizona,False,attack,Not fleeing,False,-111.161,32.18
2016-08-16,gun,18.0,Black,Los Angeles,California,False,other,Foot,False,-118.281,33.945
2016-08-16,gun,55.0,White,Augusta,West Virginia,False,other,Not fleeing,False,-112.152,-112.152
2016-08-17,deadly blunt objects,27.0,Black,Kelso,Washington,False,attack,Not fleeing,False,-122.917,46.146
2016-08-18,gun,37.0,Hispanic,Bakersfield,California,False,attack,Car,False,-118.983,35.35
2016-08-18,unarmed,29.0,White,Charlotte,North Carolina,False,other,Car,True,-80.719,35.279
2016-08-18,knife,40.0,White,Antelope,California,False,other,Not fleeing,False,-121.32,38.713
2016-08-18,NG,36.0,White,Hays,Kansas,False,other,Car,False,-99.307,38.879
2016-08-18,gun,38.0,White,Poway,California,False,attack,Car,False,-117.028,32.956
2016-08-18,gun,29.0,White,Ruidoso,New Mexico,False,other,Not fleeing,False,-105.669,33.313
2016-08-18,gun,59.0,White,McKinneyville,California,True,attack,Not fleeing,False,-99.902,31.969
2016-08-19,gun,47.0,Hispanic,East Hollywood,California,True,other,Not fleeing,False,-118.306,34.097
2016-08-19,gun,22.0,Hispanic,Phoenix,Arizona,False,attack,Not fleeing,False,-112.039,33.48
2016-08-19,toy gun,31.0,White,New London,Wisconsin,True,attack,Not fleeing,True,-88.735,44.384
2016-08-19,gun,29.0,White,Reno,Nevada,False,attack,Car,False,-119.882,39.616
2016-08-19,knife,54.0,White,East Ridge,Tennessee,False,other,Not fleeing,False,-85.233,34.99
2016-08-20,sharp object,71.0,Hispanic,Indio,California,True,other,Not fleeing,True,-116.216,33.726
2016-08-21,knife,36.0,Hispanic,Las Cruces,New Mexico,False,other,Not fleeing,True,-106.765,32.309
2016-08-22,knife,34.0,Black,Hamilton,Ohio,False,attack,Not fleeing,False,-84.551,39.397
2016-08-23,vehicle,49.0,White,Myra,Texas,False,attack,Car,False,-97.318,33.625
2016-08-24,gun,36.0,Hispanic,Oak Cliff,Texas,False,attack,Foot,False,-96.88,32.75
2016-08-24,gun,43.0,White,Orlando,Florida,True,other,Not fleeing,False,-81.149,28.507
2016-08-24,gun,53.0,White,Shelbyville,Tennessee,False,attack,Not fleeing,False,-86.437,35.488
2016-08-25,gun,31.0,Black,Compton,California,False,attack,Foot,False,-118.24,33.899
2016-08-25,NG,32.0,Hispanic,Compton,California,False,other,Not fleeing,False,-112.152,-112.152
2016-08-25,knife,63.0,NG,Fort Collins,Colorado,False,other,Not fleeing,True,-105.077,40.599
2016-08-26,gun,41.0,White,Las Vegas,Nevada,False,attack,Foot,False,-115.092,36.137
2016-08-27,toy gun,26.0,Hispanic,Phoenix,Arizona,False,attack,Not fleeing,False,-112.183,33.482
2016-08-27,gun,82.0,White,Morgantown,West Virginia,False,attack,Not fleeing,True,-79.999,39.602
2016-08-27,knife,49.0,NG,Denver,Colorado,False,other,Not fleeing,False,-104.995,39.717
2016-08-28,gun,37.0,White,Eagan,Minnesota,True,attack,Not fleeing,False,-93.158,44.827
2016-08-29,gun,24.0,Black,Raleigh,North Carolina,False,attack,Foot,False,-78.592,35.78
2016-08-29,gun,35.0,White,Kingman,Arizona,False,attack,Not fleeing,False,-114.04,35.474
2016-08-29,knife,56.0,White,San Bernardino,California,False,attack,Not fleeing,False,-117.306,34.129
2016-08-29,gun,28.0,Not Hispanic,Fairbanks,Alaska,False,attack,Foot,True,-147.72,64.841
2016-08-30,unarmed,22.0,Black,Tampa,Florida,False,other,Not fleeing,False,-82.364,27.934
2016-08-30,unarmed,59.0,White,Harker Heights,Texas,False,other,Other,False,-97.614,31.049
2016-08-30,sharp object,36.0,NG,Graham,Washington,True,attack,Not fleeing,False,-122.312,47.019
2016-08-30,knife,36.0,White,Weatherford,Texas,False,other,Not fleeing,False,-97.789,32.729
2016-08-31,gun,21.0,White,Denver,Colorado,False,attack,Foot,False,-105.019,39.663
2016-08-31,NG,38.0,White,McDowell,Missouri,False,other,Car,False,-93.778,36.833
2016-09-01,NG,60.0,White,Sylvania Township,Ohio,True,other,Not fleeing,False,-83.741,41.69
2016-09-01,gun,18.0,White,Wichita,Kansas,False,other,Car,True,-97.444,37.704
2016-09-01,gun,23.0,Hispanic,Florence,California,False,other,Foot,False,-118.243,33.963
2016-09-01,deadly blunt objects,35.0,Hispanic,Huntington Park,California,False,other,Not fleeing,False,-118.225,33.991
2016-09-02,gun,38.0,Hispanic,Alamogordo,New Mexico,False,attack,Foot,True,-105.952,32.885
2016-09-02,gun,40.0,NG,Parker,Colorado,True,attack,Car,True,-104.763,39.552
2016-09-02,sharp object,22.0,White,Round Lake,Illinois,False,other,Not fleeing,False,-88.088,42.349
2016-09-02,gun,38.0,Black,St. Louis,Missouri,False,attack,Other,False,-90.232,38.722
2016-09-03,gun,25.0,Black,Atlantic City,New Jersey,False,other,Foot,False,-74.436,39.356
2016-09-03,NG,25.0,White,East Wenatchee,Washington,False,undetermined,Not fleeing,False,-120.303,47.44
2016-09-03,gun,36.0,White,Metropolis,Illinois,False,attack,Other,False,-88.732,37.151
2016-09-03,gun,35.0,NG,Temple,Texas,False,attack,Car,False,-97.357,31.093
2016-09-04,knife,35.0,Hispanic,Long Beach,California,True,other,Not fleeing,False,-118.155,33.787
2016-09-04,knife,44.0,Hispanic,Grand Junction,Colorado,True,other,Not fleeing,False,-108.526,39.076
2016-09-05,gun,36.0,Black,Ellis County,Texas,False,attack,Car,False,-96.632,32.343
2016-09-05,gun,35.0,Hispanic,Austin,Texas,False,other,Not fleeing,False,-97.76,30.435
2016-09-06,vehicle,25.0,White,Omaha,Nebraska,False,other,Other,False,-95.947,41.206
2016-09-06,gun,65.0,NG,Spencer,West Virginia,True,attack,Car,False,-81.399,38.851
2016-09-06,gun,31.0,Hispanic,Phoenix,Arizona,False,attack,Car,False,-112.074,33.448
2016-09-06,gun,70.0,White,Gray,Tennessee,False,other,Not fleeing,True,-82.465,36.377
2016-09-06,sharp object,25.0,White,Phoenix,Arizona,True,attack,Not fleeing,False,-112.162,33.484
2016-09-07,knife,55.0,Black,Albany,Georgia,False,attack,Not fleeing,False,-84.162,31.569
2016-09-07,NG,35.0,White,Titusville,Florida,False,other,Not fleeing,False,-80.819,28.585
2016-09-07,gun,25.0,Black,Wyoming,Michigan,False,attack,Not fleeing,False,-85.647,42.906
2016-09-08,gun,32.0,White,Lakeland,Florida,False,attack,Not fleeing,False,-81.906,28.053
2016-09-08,toy gun,38.0,Hispanic,Delhi,California,False,attack,Not fleeing,False,-120.781,37.422
2016-09-09,gun,32.0,Hispanic,Memphis,Tennessee,False,attack,Not fleeing,False,-90.158,35.156
2016-09-09,unknown weapon,64.0,White,Auburn,Washington,True,other,Not fleeing,False,-122.21,47.317
2016-09-09,knife,55.0,Black,Pompano Beach,Florida,False,other,Not fleeing,False,-80.127,26.245
2016-09-10,toy gun,69.0,White,Montcalm,West Virginia,True,other,Not fleeing,True,-81.248,37.354
2016-09-10,gun,37.0,White,Boulder,Colorado,False,attack,Not fleeing,True,-105.103,40.116
2016-09-11,vehicle,31.0,Black,Washington,District of Columbia,False,attack,Other,False,-77.002,38.877
2016-09-12,gun,86.0,NG,Saratoga,California,False,other,Not fleeing,False,-122.009,37.292
2016-09-12,knife,25.0,Black,Cedar Rapids,Iowa,False,attack,Not fleeing,False,-91.715,41.991
2016-09-12,unarmed,25.0,Hispanic,Colton,California,False,other,Car,False,-117.311,34.072
2016-09-14,toy gun,13.0,Black,Columbus,Ohio,False,other,Foot,False,-82.987,39.963
2016-09-15,gun,32.0,Hispanic,Phoenix,Arizona,False,other,Other,False,-112.03,33.424
2016-09-15,gun,69.0,White,Weeki Wachi,Florida,True,other,Not fleeing,False,-82.554,28.558
2016-09-15,gun,34.0,White,Austin,Texas,False,attack,Foot,False,-97.834,30.228
2016-09-16,gun,46.0,NG,Big Bear,Missouri,False,attack,Not fleeing,False,-91.832,37.964
2016-09-16,unarmed,29.0,Not Hispanic,Winooski,Vermont,False,other,Foot,True,-73.191,44.492
2016-09-16,knife,29.0,White,Owensboro,Kentucky,False,attack,Not fleeing,False,-87.147,37.77
2016-09-16,unarmed,40.0,Black,Tulsa,Oklahoma,False,other,Not fleeing,False,-95.958,36.206
2016-09-17,sharp object,42.0,White,Beaumont,California,False,other,Not fleeing,False,-116.949,33.929
2016-09-17,gun,25.0,Black,Philadelphia,Pennsylvania,False,attack,Foot,False,-75.217,39.957
2016-09-17,toy gun,45.0,White,Huntsville,Alabama,False,attack,Other,True,-86.54,34.659
2016-09-17,gun,55.0,White,Rutherfordton,North Carolina,True,attack,Not fleeing,False,-81.961,35.364
2016-09-17,knife,22.0,NG,St. Cloud,Minnesota,False,attack,Not fleeing,False,-94.21,45.556
